patch_id,region,split,t1_path,t2_path,label_path,patch_size,n_bands,change_pixels,total_pixels,change_pct
western_ghats_train_00010,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00010_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00010_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00010_label.npy,256,12,452,65536,0.69
western_ghats_train_00011,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00011_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00011_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00011_label.npy,256,12,1511,65536,2.31
western_ghats_train_00012,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00012_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00012_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00012_label.npy,256,12,264,65536,0.4
western_ghats_train_00013,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00013_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00013_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00013_label.npy,256,12,665,65536,1.01
western_ghats_train_00014,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00014_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00014_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00014_label.npy,256,12,406,65536,0.62
western_ghats_train_00015,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00015_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00015_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00015_label.npy,256,12,2387,65536,3.64
western_ghats_train_00016,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00016_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00016_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00016_label.npy,256,12,1213,65536,1.85
western_ghats_train_00017,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00017_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00017_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00017_label.npy,256,12,1264,65536,1.93
western_ghats_train_00018,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00018_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00018_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00018_label.npy,256,12,1186,65536,1.81
western_ghats_train_00019,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00019_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00019_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00019_label.npy,256,12,765,65536,1.17
western_ghats_train_00020,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00020_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00020_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00020_label.npy,256,12,1039,65536,1.59
western_ghats_train_00021,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00021_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00021_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00021_label.npy,256,12,682,65536,1.04
western_ghats_train_00022,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00022_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00022_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00022_label.npy,256,12,579,65536,0.88
western_ghats_train_00023,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00023_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00023_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00023_label.npy,256,12,1742,65536,2.66
western_ghats_train_00024,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00024_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00024_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00024_label.npy,256,12,14511,65536,22.14
western_ghats_train_00025,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00025_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00025_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00025_label.npy,256,12,4203,65536,6.41
western_ghats_train_00026,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00026_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00026_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00026_label.npy,256,12,528,65536,0.81
western_ghats_train_00027,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00027_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00027_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00027_label.npy,256,12,25097,65536,38.29
western_ghats_train_00028,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00028_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00028_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00028_label.npy,256,12,422,65536,0.64
western_ghats_train_00029,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00029_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00029_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00029_label.npy,256,12,2378,65536,3.63
western_ghats_train_00030,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00030_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00030_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00030_label.npy,256,12,1819,65536,2.78
western_ghats_train_00031,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00031_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00031_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00031_label.npy,256,12,9313,65536,14.21
western_ghats_train_00032,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00032_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00032_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00032_label.npy,256,12,1978,65536,3.02
western_ghats_train_00033,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00033_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00033_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00033_label.npy,256,12,15100,65536,23.04
western_ghats_train_00034,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00034_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00034_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00034_label.npy,256,12,4268,65536,6.51
western_ghats_train_00035,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00035_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00035_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00035_label.npy,256,12,847,65536,1.29
western_ghats_train_00036,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00036_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00036_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00036_label.npy,256,12,1561,65536,2.38
western_ghats_train_00037,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00037_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00037_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00037_label.npy,256,12,804,65536,1.23
western_ghats_train_00038,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00038_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00038_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00038_label.npy,256,12,982,65536,1.5
western_ghats_train_00039,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00039_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00039_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00039_label.npy,256,12,1187,65536,1.81
western_ghats_train_00040,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00040_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00040_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00040_label.npy,256,12,616,65536,0.94
western_ghats_train_00041,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00041_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00041_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00041_label.npy,256,12,1057,65536,1.61
western_ghats_train_00042,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00042_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00042_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00042_label.npy,256,12,1768,65536,2.7
western_ghats_train_00043,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00043_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00043_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00043_label.npy,256,12,1840,65536,2.81
western_ghats_train_00044,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00044_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00044_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00044_label.npy,256,12,470,65536,0.72
western_ghats_train_00045,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00045_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00045_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00045_label.npy,256,12,715,65536,1.09
western_ghats_train_00046,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00046_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00046_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00046_label.npy,256,12,1201,65536,1.83
western_ghats_train_00047,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00047_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00047_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00047_label.npy,256,12,701,65536,1.07
western_ghats_train_00048,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00048_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00048_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00048_label.npy,256,12,130,65536,0.2
western_ghats_train_00049,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00049_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00049_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00049_label.npy,256,12,845,65536,1.29
western_ghats_train_00050,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00050_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00050_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00050_label.npy,256,12,857,65536,1.31
western_ghats_train_00051,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00051_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00051_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00051_label.npy,256,12,864,65536,1.32
western_ghats_train_00052,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00052_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00052_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00052_label.npy,256,12,21336,65536,32.56
western_ghats_train_00053,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00053_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00053_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00053_label.npy,256,12,2366,65536,3.61
western_ghats_train_00054,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00054_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00054_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00054_label.npy,256,12,343,65536,0.52
western_ghats_train_00055,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00055_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00055_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00055_label.npy,256,12,442,65536,0.67
western_ghats_train_00056,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00056_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00056_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00056_label.npy,256,12,1178,65536,1.8
western_ghats_train_00057,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00057_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00057_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00057_label.npy,256,12,1287,65536,1.96
western_ghats_train_00058,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00058_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00058_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00058_label.npy,256,12,2091,65536,3.19
western_ghats_train_00059,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00059_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00059_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00059_label.npy,256,12,2027,65536,3.09
western_ghats_train_00060,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00060_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00060_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00060_label.npy,256,12,2001,65536,3.05
western_ghats_train_00061,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00061_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00061_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00061_label.npy,256,12,599,65536,0.91
western_ghats_train_00062,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00062_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00062_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00062_label.npy,256,12,1812,65536,2.76
western_ghats_train_00063,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00063_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00063_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00063_label.npy,256,12,3880,65536,5.92
western_ghats_train_00064,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00064_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00064_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00064_label.npy,256,12,490,65536,0.75
western_ghats_train_00065,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00065_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00065_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00065_label.npy,256,12,993,65536,1.52
western_ghats_train_00066,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00066_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00066_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00066_label.npy,256,12,3940,65536,6.01
western_ghats_train_00067,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00067_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00067_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00067_label.npy,256,12,7636,65536,11.65
western_ghats_train_00068,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00068_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00068_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00068_label.npy,256,12,1195,65536,1.82
western_ghats_train_00069,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00069_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00069_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00069_label.npy,256,12,33112,65536,50.52
western_ghats_train_00070,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00070_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00070_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00070_label.npy,256,12,2315,65536,3.53
western_ghats_train_00071,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00071_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00071_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00071_label.npy,256,12,720,65536,1.1
western_ghats_train_00072,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00072_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00072_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00072_label.npy,256,12,545,65536,0.83
western_ghats_train_00073,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00073_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00073_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00073_label.npy,256,12,603,65536,0.92
western_ghats_train_00074,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00074_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00074_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00074_label.npy,256,12,6322,65536,9.65
western_ghats_train_00075,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00075_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00075_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00075_label.npy,256,12,2663,65536,4.06
western_ghats_train_00076,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00076_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00076_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00076_label.npy,256,12,584,65536,0.89
western_ghats_train_00077,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00077_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00077_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00077_label.npy,256,12,4983,65536,7.6
western_ghats_train_00078,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00078_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00078_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00078_label.npy,256,12,2525,65536,3.85
western_ghats_train_00079,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00079_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00079_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00079_label.npy,256,12,2029,65536,3.1
western_ghats_train_00080,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00080_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00080_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00080_label.npy,256,12,17993,65536,27.46
western_ghats_train_00081,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00081_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00081_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00081_label.npy,256,12,1473,65536,2.25
western_ghats_train_00082,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00082_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00082_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00082_label.npy,256,12,2305,65536,3.52
western_ghats_train_00083,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00083_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00083_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00083_label.npy,256,12,1312,65536,2.0
western_ghats_train_00084,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00084_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00084_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00084_label.npy,256,12,207,65536,0.32
western_ghats_train_00085,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00085_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00085_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00085_label.npy,256,12,11921,65536,18.19
western_ghats_train_00086,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00086_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00086_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00086_label.npy,256,12,1435,65536,2.19
western_ghats_train_00087,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00087_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00087_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00087_label.npy,256,12,2414,65536,3.68
western_ghats_train_00088,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00088_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00088_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00088_label.npy,256,12,27532,65536,42.01
western_ghats_train_00089,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00089_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00089_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00089_label.npy,256,12,839,65536,1.28
western_ghats_train_00090,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00090_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00090_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00090_label.npy,256,12,385,65536,0.59
western_ghats_train_00091,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00091_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00091_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00091_label.npy,256,12,2173,65536,3.32
western_ghats_train_00092,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00092_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00092_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00092_label.npy,256,12,651,65536,0.99
western_ghats_train_00093,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00093_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00093_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00093_label.npy,256,12,4051,65536,6.18
western_ghats_train_00094,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00094_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00094_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00094_label.npy,256,12,1231,65536,1.88
western_ghats_train_00095,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00095_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00095_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00095_label.npy,256,12,4768,65536,7.28
western_ghats_train_00096,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00096_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00096_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00096_label.npy,256,12,854,65536,1.3
western_ghats_train_00097,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00097_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00097_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00097_label.npy,256,12,614,65536,0.94
western_ghats_train_00098,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00098_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00098_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00098_label.npy,256,12,1638,65536,2.5
western_ghats_train_00099,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00099_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00099_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00099_label.npy,256,12,4000,65536,6.1
western_ghats_train_00100,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00100_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00100_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00100_label.npy,256,12,3713,65536,5.67
western_ghats_train_00101,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00101_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00101_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00101_label.npy,256,12,777,65536,1.19
western_ghats_train_00102,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00102_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00102_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00102_label.npy,256,12,602,65536,0.92
western_ghats_train_00103,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00103_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00103_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00103_label.npy,256,12,25925,65536,39.56
western_ghats_train_00104,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00104_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00104_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00104_label.npy,256,12,780,65536,1.19
western_ghats_train_00105,western_ghats,train,data/processed/patches/western_ghats/train/western_ghats_train_00105_t1.npy,data/processed/patches/western_ghats/train/western_ghats_train_00105_t2.npy,data/processed/patches/western_ghats/train/western_ghats_train_00105_label.npy,256,12,275,65536,0.42
